Skill_level,Company_specificity,Year,Poste,Job,Code_job_Apec,Code_naf_INSSE,Experience,Average_salary_ranges,Regions,Offer
connaissance d'outil plm,éditrice,2016,administrateur bases de données (dba) / architecte technique,administrateur plm,6 c Informatique de gestion,Activités des organisations associatives et administration publique,experimenté,45 k€ et plus,Île-de-France,»    offre aux entreprises et aux particuliers les univers virtuels   nécessaires à la conception d'innovations durables. Dassault   Systèmes Industry Services opère en partenariat avec nos clients   pour libérer leur capacité d'innovation grâce à la plate-forme   3DEXPERIENCE Les experts de notre organisation sont spécialisés   dans le déploiement des solutions Dassault Systèmes  proposant   un riche portefeuille de services qui apportent une valeur ajoutée   unique. Poste et missions : C'est au sein de notre département   « Architecture & Sécurité » que nous recherchons un Administrateur   Bases de Données (DBA) souhaitant étendre son expertise vers   architecte technique. Votre mission : Sécuriser le déploiement   des projets sur les aspects techniques en assurant la meilleure   intégration possible dans le système d'informations de nos clients.   Pour cela  vous devrez : Définir les solutions et les infrastructures   nécessaires pour assurer à la mise en place des solutions produits   Dassault Systèmes. Préconiser le paramétrage des Bases de Données   spécifique à l'utilisation de chaque client aux solutions Dassault   Systèmes afin d'optimiser le fonctionnement Supporter nos clients   sur les phases de déploiement Auditer les Bases de Données de   nos clients afin d'améliorer les performances Analyser  concevoir    dimensionner et documenter les recommandations relativesau déploiement   et maintien en conditions opérationnelles de l'infrastructure   à l'intégration des solutions Dassault Systèmes dans l'environnement   IT du client et avec les autres solutions du S.I. client (ERP    …) Capitaliser sur les solutions de déploiement Contribuer aux   activités d'avant-ventes Profil : Bac+5  formation Ingénieur   ou filière universitaire avec une spécialité en Système d'Informations   Expert bases de données Oracle et/ou SQL server Expérience minimum   de 7 ans dans le domaine des Bases de Données coté études et   Tuning idéalement en milieu industriel Déjà uUne expérience   ou une forte appétence pour l'architecture technique sur avec   des réalisations concrètes  Maîtrise d'autres composants d'infrastructure   tels que Stockage  OS  réseaux Réseauxintranet/internet  OS    Serveurs d'application La connaissance du domaine du Product   Lifecycle Management (_______PLM_______) serait un plus La mMaîtrise de méthodologie   et d'outils de modélisation d'infrastructure est également un   plus Maitrise de l'anglais à l'oral et à l'écrit Doté d'un bon   leadership  vous êtes force de proposition et avez le goût des   challenges. Vous êtes reconnu pour votre excellent relationnel    votre sens de l'écoute et vos qualités en termes de communication.   Rigoureux et autonome  vous disposez d'une forte
maîtriser plm et ses outils est un impératif,utilisatrice,2016,administrateur cad/plm/calcul,développeur plm,6 b Exploitation  maintenance informatique,Conseil et gestion des entreprises,experimenté,de 38 k€ à 44 k€,Auvergne-Rhône-Alpes,marchés clés  Plastic Omnium poursuit sa stratégie de conquête   et renforce ses positions de leader mondial dans ses deux métiers   : automobile et environnement. Avec plus de 32 000 collaborateurs    136 usines  22 Centres de R&D répartis dans 30 pays  Plastic   Omnium est une société française  indépendante  cotée à la Bourse   de Paris et a réalisé  en 2015  un chiffre d'affaires de 6 milliards   d'euros. La division Auto Exterior emploie plus de 21 500 collaborateurs   dans 83 sites industriels et 16 pays. En 2015  elle a fourni   18 millions de pare-chocs et 1 million de hayons pour les plus   grands constructeurs automobiles. Poste et missions : Principales   activités: * Vous assurez l'administration  l'exploitation et   la mise en œuvre des plateformes CAO/_______PLM_______ et Calcul pour la division   * Assurer le support niveau 2/3 de l'environnement CAD et Calcul   avec les équipes en place. * Définir les environnements standards   dans le domaine CAD/Calcul et assurer leur implémentation. *   Gérer les configurations d'intégration des clients CAD avec le   _______PLM_______ et coordonner les évolutions * Qualifier  industrialiser   et mettre en exploitation les applications de l'environnement   de R&D ainsi que les infrastructures nécessaires à leur fonctionnement.   * Assurer le reporting et le suivi des contrats de votre domaine   (licences  maintenances  incidents). * Gérer les changements   et la communication de votre domaine. * Vous assurez l'administration   du cluster de calcul de la division * Etes garant de son bon   fonctionnement  * Superviser l'infrastructure de calcul et gérer   les évolutions avec l'intégratrice et les correspondants business   * Vous maintenez les standards techniques et la documentation   de votre périmètre. * Assurer le respect des standards de la   division et du groupe * Capitaliser les informations dans la   base documentaire et assurez leur utilisation * Vous gérez des   projets dans votre domaine pour la division * Vous assurez la   veille technologique Profil : Profil: *Maitrise de l'architecture   Windows/Linux et des outils utilisés par l'administration R&D   *Connaissance en programmation *Curieux et force de proposition   *Anglais courant requis
connaissance d'outil plm,utilisatrice,2016,administrateur cao - catia,développeur plm,4 a Conception  recherche,Conseil et gestion des entreprises,toute experience,moins de 33 k€,Île-de-France,ia pour l'un   de nos clients. MISSION - Gestion base de données et environnement   Catia (voire d'autres logiciels CAO tels que NX  Patran) - Support   technique aux utilisatrices - Mise à jour des versions logiciel   / licences PROFIL - Minimum 3 ans d'expérience sur des missions   similaires - Environnement Catia  idéalement NX / Patran - Expérience   en _______PLM_______ est un plus - Anglais technique (oral  écrit) DEMARRAGE   : ASAP DUREE : 3 mois renouvelables LIEU : Nord de la France   (62) SALAIRE : selon profil Si cette opportunité vous intéresse    envoyez-moi votre CV mis à jour sous format word et contactez-moi   pour plus d'informations.
développement solutions plm,intégratrice,2015,administrateur cax,administrateur plm,6 d Informatique industrielle,Ingénierie – R&D,toute experience,moins de 33 k€,Normandie,______PLM_______ et premier   partenaire mondial de Dassault Systèmes (éditeur de solutions de CAO)    recherche un Administrateur CAX H/F. A propos de Tata Technologies :   Tata Technologies est une filiale du groupe indien Tata et fait partie   des leaders mondiaux en matière de conception et d'ingénierie pour   l'automobile  l'aéronautique et des biens de consommation. Tata   Technologies regroupe plus de 6200 collaborateurs  de 27 nationalités   différentes  répartis dans 14 pays et sur 3 continents. Fort de 50   salariés en France  Tata Technologies est présent à Paris  Toulouse et   Strasbourg. Tata technologies favorise le travail en pleine autonomie et   recherche des collaborateurs désireux de s'investir au sein d'une   structure à taille humaine bénéficiant des moyens et du support du   groupe auquel elle appartient. Mission : Assurer support niveau 2 des   utilisatrices des applications  clients CAX (CAD & CAE). Maintenir en   condition opérationnelle l'infrastructure CAX et gérer les changements   Traiter les incidents et escalader les problèmes techniques vers les   Centres de compétences. Profil : Le candidat devra avoir une expérience   d'administrateur Système idéalement appliquée au secteur Automobile sur   une architecture mixte Windows/RedHat supportée par des serveurs IBM    VMware  et NetApp Une expérience sur les clusters de calcul et la   programmation Shell sera un plus. La connaissance des solutions du   marché CAX (Catia V5  NX  HyperWorks ou Abaqus ) et leurs gestionnaires   de licence (Lum  DSLS  FlexLM) seront des atouts Une bonne culture IT   réseau et sécurité (proxy  routage IP  firewall  AD  LDAP  DNS  NIS)   sera appréciée Formation informatique (BTS minimum) Rigueur et autonomie   requise Anglais lu et écrit requis CDI – salaire selon profil + voiture   2 places type C4 + iPhone + mutuelle TATA TECHNOLOGIES EUROPE - Mme   Agnès SAGET - LE SKANSEN 3 ALLEE DE STOCKHOLM - 67300 SCHILTIGHEIM   France - recruitmentfr@tatatechnologies.com
expert plm,intégratrice,2016,administrateur enovia,administrateur plm,6 d Informatique industrielle,Conseil et gestion des entreprises,experimenté,45 k€ et plus,Île-de-France,ents   prestigieux basé en région parisienne  un ADMINISTRATEUR ENOVIA   V6 (H/F):Missions :  Vous serez chargé de l’intégration  du   déploiement et des tests de non régression fonctionnelle des   différents composants des environnements Enovia de notre client.   Vous administrerez les sous versions (code merging  branch and   tags).Profil : Vous disposez de 4 ans d’expérience mini en   qualité d’Administrateur _______PLM_______  idéalement ENOVIA V6. Vous êtes   autonome  rigoureux et aimez le travail en équipe.Anglais   courant.Merci de postuler à l'offre via le site Apec.
maîtriser plm et ses outils est un impératif,intégratrice,2015,administrateur enovia v6,administrateur plm,6 b Exploitation  maintenance informatique,Conseil et gestion des entreprises,experimenté,de 34 k€ à 37 k€,Languedoc-Roussillon-Midi-Pyrénées,de   l'intégration et l'optimisation des processus et outils _______PLM_______ (Product   Lifecycle Management) en Amérique du Nord et en Europe. Spécialisé dans   les services de conseil  d'architecture  de développement logiciel et   d'intégration d'applications _______PLM_______  le groupe est présent dans les   industries : aéronautique  automobile  transports  énergie et sport   mécanique. Processia Solutions se distingue d'une part pour son   expertise au profit des écuries de Formule1 Lotus Renault GP  Vodafone   McLaren Mercedes et de son partenariat avec Dassault Systèmes Global V6    et d'autre part pour son dévouement à créer un environnement évolutif et   créatif pour ses collaborateurs Description de la mission : Afin d   accompagner la croissance de ses activités en France  Processia   recherche des Administrateurs confirmés Enovia V6 (h/f). Intégré (e)à   une équipe d'administrateurs et sous la responsabilité d'un Architecte   Technique  vous participez: Au déploiement de l'intégration continue   Au développement des programmes java basiques A la gestion de la base   de données A l'administration des fonctionnalités de base d'un réseau   Au monitoring de la solution Enovia V6 et du système d'exploitation Au   maintien de sécurité de la solution et des systèmes d'exploitation A la   réalisation des audits de performance A l'analyse et rédaction des   spécifications techniques A la rédaction des tests techniques Profil :   Issu(e) d'une formation d'ingénieur ou universitaire Au moins deux   années d'expérience en tant qu'Administrateur Enovia V6 Connaissance de   configuration des fonctionnalités basiques du P&0 des solutions   Dassault-Systèmes ENOVIA V6/3D Experience Connaissance de   l'architecture de lasolution Dassault-Systèmes ENOVIA V6/3D Experience   Maîtrise des technologies et outils suivants: Unix/Linux  Windows   langages de scripting (MSdos  Shell  VBScript) SQL Server  Oracle   et/ou DB2 Serveur d'application Tomcat (Weblogic  Websphere) Autonome   et Rigoureux(se)  vous appréciez aussi bien le travail en équipe que le   contact client Langue : Anglais opérationnel Des déplacements   occasionnels en France ou à l étranger sont à prévoir Cette offre est   ouverte  à compétences égales  aux personnes en situation de handicap   Processia s'engage à faire évoluer votre carrière  rejoignez-nous!   PROCESSIA SOLUTIONS - 140 Bureaux de la Colline - 92210 Saint-Cloud
maîtriser plm et ses outils est un impératif,intégratrice,2015,administrateur enovia v6,administrateur plm,6 b Exploitation  maintenance informatique,Conseil et gestion des entreprises,experimenté,de 34 k€ à 37 k€,Île-de-France,de   l'intégration et l'optimisation des processus et outils _______PLM_______ (Product   Lifecycle Management) en Amérique du Nord et en Europe. Spécialisé dans   les services de conseil  d'architecture  de développement logiciel et   d'intégration d'applications _______PLM_______  le groupe est présent dans les   industries : aéronautique  automobile  transports  énergie et sport   mécanique. Processia Solutions se distingue d'une part pour son   expertise au profit des écuries de Formule1 Lotus Renault GP  Vodafone   McLaren Mercedes et de son partenariat avec Dassault Systèmes Global V6    et d'autre part pour son dévouement à créer un environnement évolutif et   créatif pour ses collaborateurs Description de la mission : Afin d   accompagner la croissance de ses activités en France  Processia   recherche des Administrateurs confirmés Enovia V6 (h/f). Intégré (e)à   une équipe d'administrateurs et sous la responsabilité d'un Architecte   Technique  vous participez: Au déploiement de l'intégration continue   Au développement des programmes java basiques A la gestion de la base   de données A l'administration des fonctionnalités de base d'un réseau   Au monitoring de la solution Enovia V6 et du système d'exploitation Au   maintien de sécurité de la solution et des systèmes d'exploitation A la   réalisation des audits de performance A l'analyse et rédaction des   spécifications techniques A la rédaction des tests techniques Profil :   Issu(e) d'une formation d'ingénieur ou universitaire Au moins deux   années d'expérience en tant qu'Administrateur Enovia V6 Connaissance de   configuration des fonctionnalités basiques du P&0 des solutions   Dassault-Systèmes ENOVIA V6/3D Experience Connaissance de   l'architecture de lasolution Dassault-Systèmes ENOVIA V6/3D Experience   Maîtrise des technologies et outils suivants: Unix/Linux  Windows   langages de scripting (MSdos  Shell  VBScript) SQL Server  Oracle   et/ou DB2 Serveur d'application Tomcat (Weblogic  Websphere) Autonome   et Rigoureux(se)  vous appréciez aussi bien le travail en équipe que le   contact client Langue : Anglais opérationnel Des déplacements   occasionnels en France ou à l'étranger sont à prévoir Cette offre est   ouverte  à compétences égales  aux personnes en situation de handicap   Processia s'engage à faire évoluer votre carrière  rejoignez-nous!   PROCESSIA SOLUTIONS - 140 Bureaux de la colline - 92210 Saint-Cloud
maîtriser plm et ses outils est un impératif,intégratrice,2015,administrateur enovia v6,administrateur plm,6 b Exploitation  maintenance informatique,Conseil et gestion des entreprises,experimenté,de 34 k€ à 37 k€,Bourgogne-Franche-Comté,de l'intégration et l'optimisation des processus et outils _______PLM_______   (Product Lifecycle Management) en Amérique du Nord et en Europe.   Spécialisé dans les services de conseil  d'architecture  de développement   logiciel et d'intégration d'applications _______PLM_______  le groupe est présent   dans les industries : aéronautique  automobile  transports  énergie   et sport mécanique. Processia Solutions se distingue d'une part   pour son expertise au profit des écuries de Formule1 Lotus Renault   GP  Vodafone McLaren Mercedes et de son partenariat avec Dassault   Systèmes Global V6  et d'autre part pour son dévouement à créer   un environnement évolutif et créatif pour ses collaborateurs   Description de la mission : Afin d'accompagner sa croissance   à travers la mise en œuvre de ses projets IT autour d'Enovia   V6  une solution _______PLM_______ de Dassault-Systèmes  Processia Solutions   recrute un Administrateur Enovia V6 (h/f). Intégré (e) à une   équipe d'administrateurs et sous la responsabilité d'un Architecte   Technique  vous participez:   Au déploiement de l'intégration   continue  Au développement des programmes java basiques A la   gestion de la base de données A l'administration des fonctionnalités   de base d'un réseau Au monitoring de la solution Enovia V6 et   du système d'exploitation Au maintien de sécurité de la solution   et des systèmes d'exploitation A la réalisation des audits de   performance A l'analyse et rédaction des spécifications techniques   A la rédaction des tests techniques Profil :     Issu(e) d'une   formation d'ingénieur ou universitaire Au moins deux années d'expérience   en tant qu'Administrateur _______PLM_______ en particulier Enovia V6 Connaissance   de configuration des fonctionnalités basiques du P&0 des solutions   Dassault-Systèmes ENOVIA V6/3D Experience Connaissance de l'architecture   de la solution Dassault-Systèmes ENOVIA V6/3D Experience Maîtrise   des technologies et outils suivants: Unix/Linux  Windows langages   de scripting (MSdos  Shell  VBScript) SQL Server  Oracle et/ou   DB2 Serveur d'application Tomcat (Weblogic  Websphere) Autonome   et Rigoureux(se)  vous appréciez aussi bien le travail en équipe   que le contact client Langue : Anglais professionnel Des déplacements   occasionnels sont à prévoir en France ou à l'étranger.         Cette offre est ouverte  à compétences égales  aux personnes   en situation de handicap Processia s'engage à faire évoluer votre   carrière  rejoignez-nous!
expert plm,utilisatrice,2015,administrateur et chef de projet cao/plm,ingénieur conception  r&d,6 d Informatique industrielle,Automobile  aéronautique et autres matériels de transport,experimenté,45 k€ et plus,Centre-Val de Loire,400   millions d'euros de CA  en forte croissance  filiale du groupe Zodiac   Aerospace  Zodiac Aerospace groupe de près de 30   000 personnes dans le monde réparties sur 116 sites  plus de 4 174   milliards d'euros de CA Au sein de ce Groupe  la branche Sièges   implantée en Europe  Amérique du Nord pour ses principaux centres  est   le leader mondial sur le marché des sièges aéronautiques avec plus de   30% de part de marché. Auprès de la branche Sièges  Zodiac Seats France    conçoit  fabrique et commercialise des sièges pour l'aviation civile.Poste et missions : Rattaché(e) au Responsable IT et au Directeur des   Systèmes Informatiques  vous assurez l'administration  l'exploitation et   la mise en œuvre des projets IT sur l'ensemble de nos outils CAO/_______PLM_______   dans un environnement  CATIA V5  SMARTEAM  Pour cela  vous : - Assurez   le maintien de l'environnement CAO/_______PLM_______ - Suivez les évolutions et les   changements de versions dans un cadre MOE - Pilotez l'ensemble des   projets _______PLM_______ IT pour les services BE  Programmes  Industrialisation... -   Apportez un support IT aux utilisatrices d'applicatifs _______PLM_______ (poste de   travail  serveurs et applications métiers) - Assurez le reporting des   incidents _______PLM_______  et le faire évoluer en fonction des outils - Assurez le   suivi des licences et des contrats de maintenance _______PLM_______ - Effectuez la   rédaction des procédures  de la documentation et de la formation en   complément de la MOA. - Assurez la veille technologique sur votre   périmètre.  Profil : Vous êtes de formation BAC + 5  et disposez d'au   moins 5 ans d'expérience sur un poste similaire dans un environnement   industriel. Vous connaissez les métiers du service Bureau d'Etudes. Une   connaissance des bases de données Oracle serait un plus. Vous êtes   efficace avec l'anglais professionnelZODIAC SEATS FRANCE - Mme   MARIE-ETHEL MENARD - ZI LA LIMOISE RUE ROBERT MARECHAL - 36100 ISSOUDUN   France - marieethel.menard@zodiacaerospace.com
maîtriser plm et ses outils est un impératif,utilisatrice,2015,administrateur plm,administrateur plm,6 b Exploitation  maintenance informatique,Banque et Assurances,toute experience,moins de 33 k€,Pays de la Loire,à voile  figure parmi les leaders mondiaux du bateau à moteur.   Il occupe également une place de premier plan sur le marché européen   de l'habitat de loisir et se développe sur le marché de l'habitat   résidentiel à haute performance environnementale  répondant aux   exigences du développement durable. Nous recherchons pour la   Direction des Systèmes d'Information du groupe  un(e) administrateur   _______PLM_______ h/f.   Poste et missions : Vous êtes rattaché(e) au Responsable   de l'exploitation informatique au sein d'une équipe de 25 personnes.   Garant du maintien en conditions opérationnelles des systèmes   _______PLM_______ Windchill du Groupe  vous participez à l'amélioration de   la stabilité et de la performance des applications CAO/_______PLM_______. Vous   assurez le bon fonctionnement des systèmes de CAO et de _______PLM_______ du   groupe Bénéteau  qui sont utilisés quotidiennement par 400 personnes    dont plus de 200 concepteurs produits répartis dans le monde.   Dans ce contexte  vos principales activités sont : - contrôle   quotidien du système _______PLM_______ et production du rapport de santé -   relations quotidiennes avec les éditeurs (Dassault et PTC) pour   gérer de façon proactive la résolution des incidents et le traitement   des demandes - tests de non régression lors des déploiement de   correctifs et de nouvelles versions - automatisation de la supervision   et du rétablissement des services _______PLM_______ - administration des bases    des serveurs et de l'écosystème Windchill - préconisation d'améliorations   en vue d'optimiser l'expérience des utilisatrices  la qualité   du service et les coûts     Profil : De formation Ingénieur généraliste    mécanique ou informatique  vous montrez un fort intérêt pour   l'informatique que vous avez approchée lors de stages ou d'une   première expérience  idéalement autour de l'administration de   réseaux et l'exploitation de serveurs tels que _______PLM_______ Windchill.   Vous êtes à l'aise en Anglais pour dialoguer avec les supports   de nos partenaires et nos collaborateurs à l'international. Idéalement    vous possédez des connaissances en : - applications : _______PLM_______ Windchill    WGM  CAO Catia et Créo - serveurs : Windows 2012  VMWare - BDD   : SQL Server  Oracle Le poste est basé au siège informatique   du Groupe Bénéteau à Saint-Gilles-Croix-de-Vie  et peut nécessiter   des déplacements en France et à l'étranger  vous êtes donc titulaire   du permis B.  
